Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,4355.000000,4386.000000,4260.000000,4264.700195,4192.811523,231876
2023-03-22,4279.000000,4279.000000,4230.000000,4244.450195,4172.902832,146015
2023-03-23,4250.000000,4255.500000,4196.750000,4242.700195,4171.182617,197372
2023-03-24,4242.000000,4242.000000,4189.850098,4199.950195,4129.152832,198393
2023-03-27,4224.049805,4245.299805,4198.799805,4214.799805,4143.752441,283791
2023-03-28,4229.500000,4229.500000,4153.000000,4200.000000,4129.202148,224554
2023-03-29,4205.000000,4297.950195,4198.950195,4276.200195,4204.117676,316461
2023-03-31,4277.450195,4333.799805,4257.049805,4322.149902,4249.292969,244995
2023-04-03,4344.000000,4346.000000,4282.350098,4324.049805,4251.160645,365323
2023-04-05,4334.000000,4358.899902,4295.000000,4327.549805,4254.601563,390846
2023-04-06,4327.799805,4327.799805,4288.299805,4299.799805,4227.319336,208718
2023-04-10,4299.799805,4299.799805,4243.000000,4266.399902,4194.482422,253654
2023-04-11,4266.399902,4305.299805,4258.250000,4277.350098,4205.248047,248398
2023-04-12,4277.350098,4298.799805,4263.000000,4271.299805,4199.299805,325329
2023-04-13,4239.000000,4350.000000,4222.549805,4264.200195,4264.200195,454438
2023-04-17,4278.000000,4405.000000,4259.700195,4338.600098,4338.600098,631457
2023-04-18,4350.950195,4374.899902,4290.000000,4301.850098,4301.850098,190132
2023-04-19,4326.000000,4326.000000,4270.450195,4293.850098,4293.850098,347248
2023-04-20,4295.000000,4318.500000,4246.299805,4256.399902,4256.399902,164008
2023-04-21,4259.000000,4335.000000,4248.299805,4327.799805,4327.799805,273401
2023-04-24,4327.799805,4339.450195,4297.000000,4311.000000,4311.000000,182843
2023-04-25,4313.000000,4411.000000,4311.000000,4402.549805,4402.549805,353719
2023-04-26,4400.000000,4422.850098,4370.799805,4405.000000,4405.000000,306037
2023-04-27,4407.000000,4429.350098,4397.000000,4415.850098,4415.850098,179769
2023-04-28,4415.950195,4564.850098,4408.649902,4553.549805,4553.549805,482939
2023-05-02,4565.250000,4605.750000,4500.000000,4511.049805,4511.049805,261449
2023-05-03,4490.000000,4548.000000,4443.350098,4527.100098,4527.100098,525015
2023-05-04,4527.049805,4596.000000,4510.000000,4587.049805,4587.049805,244670
2023-05-05,4594.649902,4636.950195,4584.399902,4626.000000,4626.000000,332347
2023-05-08,4640.000000,4700.000000,4573.549805,4598.399902,4598.399902,831450
2023-05-09,4624.000000,4633.250000,4582.549805,4595.149902,4595.149902,367650
2023-05-10,4629.700195,4667.799805,4586.500000,4604.950195,4604.950195,368807
2023-05-11,4610.200195,4652.000000,4605.000000,4635.149902,4635.149902,282060
2023-05-12,4634.000000,4675.000000,4601.850098,4616.500000,4616.500000,311033
2023-05-15,4647.850098,4679.000000,4621.450195,4630.850098,4630.850098,276965
2023-05-16,4632.000000,4660.200195,4565.000000,4606.899902,4606.899902,263119
2023-05-17,4610.000000,4639.200195,4583.649902,4631.899902,4631.899902,268353
2023-05-18,4650.000000,4655.500000,4558.000000,4564.350098,4564.350098,155214
2023-05-19,4588.000000,4593.100098,4484.149902,4499.850098,4499.850098,367664
2023-05-22,4500.000000,4540.250000,4485.000000,4498.950195,4498.950195,172174
2023-05-23,4487.000000,4581.549805,4486.000000,4521.649902,4521.649902,297514
2023-05-24,4538.200195,4569.899902,4501.350098,4519.799805,4519.799805,302733
2023-05-25,4580.000000,4705.450195,4533.250000,4563.299805,4563.299805,861989
2023-05-26,4582.000000,4624.200195,4563.149902,4596.200195,4596.200195,231911
2023-05-29,4611.450195,4625.100098,4566.000000,4575.250000,4575.250000,194968
2023-05-30,4583.000000,4623.500000,4563.000000,4573.250000,4573.250000,199772
2023-05-31,4571.000000,4683.299805,4565.250000,4657.049805,4657.049805,1536463
2023-06-01,4655.000000,4655.000000,4587.549805,4635.250000,4635.250000,188427
2023-06-02,4637.000000,4718.700195,4635.350098,4654.149902,4654.149902,359550
2023-06-05,4659.899902,4712.500000,4657.049805,4682.600098,4682.600098,349558
2023-06-06,4682.600098,4717.700195,4673.049805,4705.399902,4705.399902,185910
2023-06-07,4715.000000,4907.950195,4715.000000,4893.149902,4893.149902,1390193
2023-06-08,4901.899902,4914.750000,4856.500000,4875.049805,4875.049805,381452
2023-06-09,4886.299805,4980.000000,4836.100098,4878.750000,4878.750000,820375
2023-06-12,4899.000000,4910.000000,4865.000000,4900.250000,4900.250000,233763
2023-06-13,4904.950195,4951.649902,4892.299805,4940.100098,4940.100098,326814
2023-06-14,4947.000000,4977.000000,4922.000000,4941.649902,4941.649902,234174
2023-06-15,4950.000000,5019.899902,4914.299805,4975.450195,4975.450195,452909
2023-06-16,4975.450195,5058.600098,4970.000000,5044.700195,5044.700195,407485
2023-06-19,5050.000000,5064.399902,5002.299805,5021.049805,5021.049805,197576
2023-06-20,5021.049805,5062.500000,5008.049805,5056.450195,5056.450195,251372
2023-06-21,5070.600098,5085.250000,5045.649902,5069.549805,5069.549805,272200
2023-06-22,5065.000000,5071.899902,4975.000000,4987.049805,4987.049805,145196
2023-06-23,4972.049805,4986.950195,4945.299805,4970.799805,4970.799805,191942
2023-06-26,4978.950195,5022.000000,4952.299805,5009.200195,5009.200195,179192
2023-06-27,5000.549805,5037.799805,4949.149902,4954.250000,4954.250000,175475
2023-06-28,4989.000000,5019.950195,4959.899902,4992.149902,4992.149902,253814
2023-06-30,4990.200195,5032.350098,4955.049805,5024.549805,5024.549805,196106
2023-07-03,5035.000000,5048.600098,4990.100098,5008.299805,5008.299805,139105
2023-07-04,5008.299805,5024.899902,4972.549805,5010.149902,5010.149902,121493
2023-07-05,5024.799805,5115.399902,4960.500000,5096.100098,5096.100098,186513
2023-07-06,5199.000000,5270.350098,5121.000000,5173.549805,5173.549805,966410
2023-07-07,5173.549805,5189.549805,5042.899902,5054.500000,5054.500000,224712
2023-07-10,5073.000000,5099.450195,4991.500000,5031.850098,5031.850098,308544
2023-07-11,5050.000000,5157.200195,5050.000000,5083.899902,5083.899902,385742
2023-07-12,5083.899902,5114.850098,5042.350098,5073.899902,5073.899902,180640
2023-07-13,5089.899902,5148.000000,5071.450195,5090.350098,5090.350098,232034
2023-07-14,5118.000000,5150.000000,5085.100098,5133.200195,5133.200195,220335
2023-07-17,5149.950195,5199.000000,5121.100098,5143.450195,5143.450195,272290
2023-07-18,5150.000000,5160.549805,5052.000000,5064.149902,5064.149902,189358
2023-07-19,5081.950195,5144.000000,5050.100098,5065.899902,5065.899902,353528
2023-07-20,5070.000000,5094.000000,5016.049805,5052.549805,5052.549805,327126
2023-07-21,5061.549805,5108.950195,5000.000000,5047.000000,5047.000000,438176
2023-07-24,5047.000000,5048.000000,4944.200195,4968.899902,4968.899902,224646
2023-07-25,5007.000000,5007.000000,4875.000000,4885.600098,4885.600098,396810
2023-07-26,4900.000000,4994.950195,4880.000000,4983.600098,4983.600098,231869
2023-07-27,4965.000000,5016.000000,4763.799805,4873.399902,4873.399902,558492
2023-07-28,4904.000000,4959.399902,4851.000000,4903.350098,4903.350098,357681
2023-07-31,4905.100098,4910.399902,4765.250000,4793.950195,4793.950195,800189
2023-08-01,4825.100098,4843.500000,4750.100098,4817.350098,4817.350098,413904
2023-08-02,4839.000000,4839.000000,4770.000000,4809.450195,4809.450195,395487
2023-08-03,4809.950195,4818.600098,4770.000000,4798.950195,4798.950195,239070
2023-08-04,4790.000000,4832.000000,4766.649902,4798.500000,4798.500000,401478
2023-08-07,4751.000000,4815.000000,4618.200195,4659.750000,4659.750000,1079453
2023-08-08,4632.750000,4677.450195,4596.049805,4605.350098,4605.350098,533341
2023-08-09,4619.899902,4633.350098,4575.000000,4600.899902,4600.899902,912658
2023-08-10,4601.000000,4618.649902,4531.299805,4540.450195,4540.450195,587011
2023-08-11,4540.000000,4561.000000,4489.649902,4510.299805,4510.299805,1112908
2023-08-14,4519.700195,4525.000000,4455.000000,4499.600098,4499.600098,557851
2023-08-16,4488.600098,4512.549805,4421.399902,4498.500000,4498.500000,518358
2023-08-17,4498.500000,4525.000000,4472.299805,4501.600098,4501.600098,394002
2023-08-18,4499.000000,4554.799805,4461.000000,4535.049805,4535.049805,423415
2023-08-21,4555.950195,4560.000000,4498.500000,4510.500000,4510.500000,244783
2023-08-22,4524.799805,4524.950195,4490.000000,4511.649902,4511.649902,217446
2023-08-23,4555.000000,4555.000000,4484.700195,4512.450195,4512.450195,346764
2023-08-24,4538.299805,4559.500000,4515.450195,4542.799805,4542.799805,357303
2023-08-25,4544.600098,4560.049805,4506.200195,4525.799805,4525.799805,333873
2023-08-28,4525.000000,4525.799805,4485.600098,4510.950195,4510.950195,343698
2023-08-29,4510.950195,4540.000000,4486.100098,4530.750000,4530.750000,340257
2023-08-30,4552.950195,4558.549805,4511.700195,4550.799805,4550.799805,367571
2023-08-31,4564.899902,4575.000000,4442.000000,4467.750000,4467.750000,874564
2023-09-01,4475.000000,4491.950195,4426.000000,4484.350098,4484.350098,383124
2023-09-04,4484.350098,4511.000000,4449.750000,4507.200195,4507.200195,394391
2023-09-05,4507.200195,4539.000000,4485.000000,4514.950195,4514.950195,453349
2023-09-06,4520.000000,4590.000000,4503.049805,4569.149902,4569.149902,300673
2023-09-07,4590.000000,4590.399902,4521.000000,4530.700195,4530.700195,479124
2023-09-08,4540.700195,4548.600098,4513.799805,4540.500000,4540.500000,278293
2023-09-11,4540.899902,4574.000000,4540.000000,4568.549805,4568.549805,302448
2023-09-12,4568.549805,4574.399902,4508.899902,4567.149902,4567.149902,321129
2023-09-13,4567.149902,4630.450195,4549.100098,4608.250000,4608.250000,435792
2023-09-14,4619.000000,4631.950195,4552.649902,4574.350098,4574.350098,473085
2023-09-15,4583.000000,4589.250000,4518.600098,4532.850098,4532.850098,408326
2023-09-18,4540.000000,4603.000000,4520.000000,4596.200195,4596.200195,304844
2023-09-20,4596.200195,4597.000000,4507.700195,4527.399902,4527.399902,357295
2023-09-21,4520.000000,4565.700195,4478.000000,4558.549805,4558.549805,367638
2023-09-22,4558.549805,4572.000000,4510.000000,4564.649902,4564.649902,210753
2023-09-25,4574.049805,4585.000000,4510.549805,4570.049805,4570.049805,498354
2023-09-26,4570.250000,4609.000000,4549.450195,4600.149902,4600.149902,330231
2023-09-27,4601.200195,4634.049805,4569.000000,4627.350098,4627.350098,358156
2023-09-28,4627.350098,4634.299805,4505.049805,4524.549805,4524.549805,390490
2023-09-29,4555.000000,4560.450195,4501.549805,4537.149902,4537.149902,230125
2023-10-03,4524.799805,4553.250000,4486.600098,4495.450195,4495.450195,543482
2023-10-04,4490.000000,4540.000000,4466.750000,4532.500000,4532.500000,318564
2023-10-05,4540.250000,4548.200195,4500.000000,4533.899902,4533.899902,302015
2023-10-06,4533.850098,4549.450195,4515.000000,4538.450195,4538.450195,238131
2023-10-09,4511.000000,4535.000000,4493.500000,4522.500000,4522.500000,255764
2023-10-10,4522.200195,4541.950195,4503.000000,4529.950195,4529.950195,222750
2023-10-11,4522.000000,4568.950195,4520.649902,4554.950195,4554.950195,368192
2023-10-12,4582.000000,4591.600098,4531.000000,4560.750000,4560.750000,518582
2023-10-13,4550.000000,4582.000000,4515.000000,4574.700195,4574.700195,445822
2023-10-16,4559.950195,4591.450195,4555.000000,4586.049805,4586.049805,292118
2023-10-17,4586.200195,4609.899902,4562.200195,4600.350098,4600.350098,196669
2023-10-18,4605.000000,4623.000000,4586.250000,4607.700195,4607.700195,217179
2023-10-19,4600.049805,4616.000000,4561.700195,4602.450195,4602.450195,228881
2023-10-20,4603.000000,4608.000000,4558.750000,4580.000000,4580.000000,351045
2023-10-23,4572.700195,4600.000000,4516.350098,4530.600098,4530.600098,203004
2023-10-25,4470.000000,4585.600098,4470.000000,4533.750000,4533.750000,330082
2023-10-26,4517.600098,4524.799805,4476.750000,4507.799805,4507.799805,488909
2023-10-27,4512.000000,4544.000000,4491.000000,4514.299805,4514.299805,382794
2023-10-30,4500.000000,4508.700195,4441.000000,4461.600098,4461.600098,450526
2023-10-31,4460.100098,4479.750000,4401.899902,4426.500000,4426.500000,504625
2023-11-01,4442.600098,4456.000000,4347.700195,4397.299805,4397.299805,395359
2023-11-02,4512.100098,4568.799805,4454.250000,4527.250000,4527.250000,822845
2023-11-03,4528.000000,4582.399902,4524.149902,4539.549805,4539.549805,335012
2023-11-06,4554.899902,4628.149902,4546.049805,4623.600098,4623.600098,205763
2023-11-07,4610.100098,4670.000000,4590.850098,4655.200195,4655.200195,282612
2023-11-08,4670.950195,4686.500000,4650.500000,4670.600098,4670.600098,385727
2023-11-09,4670.600098,4685.500000,4630.500000,4652.100098,4652.100098,208210
2023-11-10,4657.450195,4685.850098,4621.000000,4681.950195,4681.950195,142336
2023-11-13,4662.299805,4703.149902,4644.000000,4696.350098,4696.350098,260394
2023-11-15,4723.000000,4725.000000,4667.399902,4710.799805,4710.799805,269650
2023-11-16,4710.000000,4729.000000,4679.600098,4702.100098,4702.100098,178375
2023-11-17,4703.000000,4745.600098,4690.100098,4718.299805,4718.299805,138652
2023-11-20,4691.250000,4739.450195,4690.899902,4712.000000,4712.000000,126069
2023-11-21,4730.000000,4730.000000,4665.000000,4699.750000,4699.750000,129602
2023-11-22,4709.899902,4712.850098,4662.750000,4694.200195,4694.200195,72533
2023-11-23,4699.000000,4710.950195,4678.950195,4705.799805,4705.799805,109775
2023-11-24,4705.799805,4715.000000,4640.500000,4644.149902,4644.149902,123628
2023-11-28,4632.250000,4722.899902,4626.000000,4713.450195,4713.450195,182790
2023-11-29,4715.950195,4832.100098,4701.399902,4803.649902,4803.649902,363702
2023-11-30,4815.000000,4875.950195,4797.500000,4852.649902,4852.649902,961054
2023-12-01,4873.000000,4984.000000,4860.049805,4970.750000,4970.750000,485597
2023-12-04,4990.000000,4994.950195,4915.000000,4937.750000,4937.750000,310152
2023-12-05,4937.750000,4975.000000,4933.000000,4948.399902,4948.399902,280497
2023-12-06,4953.000000,5022.700195,4952.299805,5003.149902,5003.149902,295686
2023-12-07,5003.149902,5025.000000,4963.149902,5016.000000,5016.000000,268095
2023-12-08,5024.000000,5060.000000,4931.000000,4942.200195,4942.200195,282713
2023-12-11,4959.899902,4974.500000,4900.049805,4944.149902,4944.149902,147976
2023-12-12,4968.000000,4971.450195,4875.000000,4903.049805,4903.049805,184238
2023-12-13,4910.000000,4928.000000,4860.000000,4919.299805,4919.299805,153558
2023-12-14,4932.200195,4965.000000,4897.000000,4946.649902,4946.649902,174503
2023-12-15,4938.000000,4969.850098,4880.500000,4913.899902,4913.899902,216579
2023-12-18,4913.850098,4925.500000,4837.049805,4879.500000,4879.500000,223278
2023-12-19,4891.350098,4927.450195,4858.700195,4911.250000,4911.250000,200718
2023-12-20,4920.000000,5051.950195,4916.000000,4954.950195,4954.950195,457942
2023-12-21,4930.000000,5113.299805,4877.549805,5059.600098,5059.600098,796081
2023-12-22,5075.000000,5183.700195,5050.049805,5161.100098,5161.100098,582688
2023-12-26,5155.000000,5244.500000,5146.000000,5235.950195,5235.950195,574310
2023-12-27,5242.000000,5245.000000,5160.000000,5216.799805,5216.799805,241944
2023-12-28,5224.950195,5338.649902,5186.750000,5282.000000,5282.000000,655367
2023-12-29,5260.549805,5386.049805,5238.649902,5338.450195,5338.450195,535691
2024-01-01,5339.000000,5349.899902,5290.000000,5319.799805,5319.799805,130032
2024-01-02,5319.799805,5334.950195,5224.100098,5288.850098,5288.850098,193517
2024-01-03,5288.850098,5333.899902,5240.000000,5253.799805,5253.799805,123303
2024-01-04,5253.799805,5375.000000,5221.000000,5361.299805,5361.299805,413391
2024-01-05,5361.299805,5363.350098,5256.000000,5272.350098,5272.350098,299017
2024-01-08,5305.000000,5305.000000,5171.049805,5177.350098,5177.350098,236628
2024-01-09,5199.000000,5210.200195,5111.000000,5122.399902,5122.399902,194434
2024-01-10,5111.000000,5143.649902,5051.500000,5086.649902,5086.649902,191450
2024-01-11,5102.899902,5186.399902,5076.549805,5136.700195,5136.700195,277823
2024-01-12,5149.000000,5250.399902,5100.049805,5151.100098,5151.100098,462298
2024-01-15,5159.950195,5228.000000,5119.000000,5177.350098,5177.350098,400069
2024-01-16,5168.399902,5218.000000,5107.250000,5130.600098,5130.600098,203028
2024-01-17,5115.049805,5135.250000,5055.000000,5061.700195,5061.700195,270672
2024-01-18,5061.000000,5077.950195,4974.200195,5015.149902,5015.149902,514119
2024-01-19,5029.000000,5169.649902,5012.299805,5138.649902,5138.649902,329252
2024-01-23,5166.399902,5189.850098,4925.899902,5048.100098,5048.100098,491135
2024-01-24,5048.100098,5173.649902,5030.000000,5142.250000,5142.250000,611741
2024-01-25,5150.000000,5236.549805,5106.100098,5141.899902,5141.899902,342129
2024-01-29,5142.000000,5219.500000,5111.200195,5136.899902,5136.899902,275710
2024-01-30,5163.299805,5192.899902,5081.000000,5091.750000,5091.750000,146422
2024-01-31,5091.750000,5220.000000,5031.750000,5198.399902,5198.399902,549238
2024-02-01,5196.049805,5201.950195,5127.100098,5148.600098,5148.600098,344394
2024-02-02,5166.750000,5209.000000,5131.450195,5148.850098,5148.850098,176167
2024-02-05,5169.899902,5239.750000,5078.500000,5124.500000,5124.500000,231620
2024-02-06,5124.500000,5125.000000,4992.549805,5007.049805,5007.049805,336609
2024-02-07,5140.000000,5183.899902,4925.000000,5078.250000,5078.250000,1258830
2024-02-08,5101.000000,5122.399902,4833.149902,4875.549805,4875.549805,623680
2024-02-09,4875.549805,4978.049805,4860.049805,4971.500000,4971.500000,411953
2024-02-12,4971.500000,4997.950195,4940.750000,4970.200195,4970.200195,158487
2024-02-13,4970.200195,5053.399902,4940.200195,4981.600098,4981.600098,262011
2024-02-14,4967.549805,5025.000000,4950.000000,5010.649902,5010.649902,277479
2024-02-15,5010.950195,5043.350098,4932.850098,4950.549805,4950.549805,189625
2024-02-16,4954.000000,4970.549805,4894.750000,4913.700195,4913.700195,352139
2024-02-19,4919.950195,4948.549805,4886.649902,4925.250000,4925.250000,182521
2024-02-20,4910.149902,4934.000000,4879.100098,4921.149902,4921.149902,129279
2024-02-21,4934.750000,4988.299805,4888.000000,4923.000000,4923.000000,235932
2024-02-22,4924.950195,4968.000000,4860.000000,4956.950195,4956.950195,255308
2024-02-23,4956.950195,4970.399902,4912.100098,4936.350098,4936.350098,115910
2024-02-26,4949.950195,4957.000000,4891.600098,4901.899902,4901.899902,78084
2024-02-27,4879.000000,4939.549805,4879.000000,4904.350098,4904.350098,434014
2024-02-28,4894.350098,4916.100098,4867.200195,4887.799805,4887.799805,96877
2024-02-29,4885.049805,4980.899902,4828.850098,4965.200195,4965.200195,447941
2024-03-01,4965.200195,4986.700195,4914.149902,4927.700195,4927.700195,316277
2024-03-04,4906.000000,4942.450195,4833.500000,4838.899902,4838.899902,307520
2024-03-05,4839.049805,4867.450195,4811.000000,4825.649902,4825.649902,156956
2024-03-06,4839.000000,4887.799805,4788.750000,4880.750000,4880.750000,190965
2024-03-07,4870.000000,4902.000000,4835.100098,4889.149902,4889.149902,216747
2024-03-11,4894.049805,4957.649902,4871.100098,4937.399902,4937.399902,295000
2024-03-12,4935.700195,4940.000000,4852.799805,4869.149902,4869.149902,140625
2024-03-13,4892.600098,4975.000000,4822.000000,4856.649902,4856.649902,410729
2024-03-14,4853.250000,4952.950195,4783.000000,4938.899902,4938.899902,240217
2024-03-15,4917.450195,5008.700195,4912.000000,4974.200195,4974.200195,491571
2024-03-18,4980.000000,5014.000000,4960.000000,4980.000000,4980.000000,143928
2024-03-19,4999.000000,4999.950195,4800.000000,4816.950195,4816.950195,265081
2024-03-20,4822.100098,4832.850098,4760.000000,4802.899902,4802.899902,300159
2024-03-21,4812.500000,4824.000000,4767.799805,4806.700195,4806.700195,449591
2024-03-22,4800.000000,4892.950195,4784.899902,4865.000000,4865.000000,264787
2024-03-26,4748.399902,4975.000000,4740.700195,4961.450195,4961.450195,554559
2024-03-27,4960.000000,4980.000000,4880.000000,4920.200195,4920.200195,327107
2024-03-28,4942.299805,4971.200195,4864.600098,4911.250000,4911.250000,648795
2024-04-01,4929.950195,4960.700195,4883.750000,4895.200195,4895.200195,181877
2024-04-02,4910.000000,4914.899902,4870.000000,4899.950195,4899.950195,93480
2024-04-03,4870.000000,4896.950195,4806.000000,4834.600098,4834.600098,246246
2024-04-04,4839.950195,4855.000000,4780.600098,4813.600098,4813.600098,372526
2024-04-05,4813.600098,4847.600098,4791.600098,4813.049805,4813.049805,189143
2024-04-08,4825.049805,4841.000000,4781.000000,4826.799805,4826.799805,235219
2024-04-09,4850.000000,4850.000000,4783.399902,4794.700195,4794.700195,180114
2024-04-10,4818.500000,4818.549805,4747.549805,4808.700195,4808.700195,509880
2024-04-12,4818.000000,4820.850098,4745.000000,4751.750000,4751.750000,620568
2024-04-15,4745.000000,4777.100098,4692.850098,4761.899902,4761.899902,421873
2024-04-16,4748.000000,4772.500000,4691.299805,4740.700195,4740.700195,516581
2024-04-18,4745.000000,4758.700195,4666.600098,4695.000000,4695.000000,670722
2024-04-19,4682.049805,4698.000000,4641.000000,4668.299805,4668.299805,424834
2024-04-22,4673.899902,4763.899902,4662.299805,4753.299805,4753.299805,321925
2024-04-23,4756.000000,4812.000000,4723.049805,4797.799805,4797.799805,279440
2024-04-24,4797.000000,4840.000000,4781.000000,4828.950195,4828.950195,412282
2024-04-25,4816.149902,4859.000000,4747.500000,4844.149902,4844.149902,509266
2024-04-26,4844.049805,4861.000000,4793.000000,4800.450195,4800.450195,205462
2024-04-29,4815.000000,4825.600098,4776.000000,4799.850098,4799.850098,147362
2024-04-30,4799.000000,4825.000000,4765.100098,4775.950195,4775.950195,489132
2024-05-02,4789.950195,4812.000000,4750.049805,4759.649902,4759.649902,356664
2024-05-03,4781.100098,4781.100098,4707.899902,4744.600098,4744.600098,262493
2024-05-06,4818.950195,5205.450195,4802.200195,5061.600098,5061.600098,2837757
2024-05-07,5057.950195,5219.899902,5048.799805,5173.850098,5173.850098,1156073
2024-05-08,5151.000000,5248.450195,5123.850098,5228.399902,5228.399902,323414
2024-05-09,5228.049805,5248.000000,5045.000000,5070.100098,5070.100098,379667
2024-05-10,5070.100098,5118.200195,4971.750000,5066.799805,5066.799805,223289
2024-05-13,5074.950195,5170.000000,5055.000000,5130.549805,5130.549805,323879
2024-05-14,5130.549805,5161.500000,5035.000000,5140.799805,5140.799805,205585
2024-05-15,5149.549805,5164.750000,5053.450195,5064.000000,5064.000000,166198
2024-05-16,5064.149902,5150.000000,5017.500000,5137.750000,5137.750000,312988
2024-05-17,5139.899902,5139.899902,5065.000000,5086.799805,5086.799805,116594
2024-05-21,5046.000000,5191.000000,5045.049805,5178.100098,5178.100098,376474
2024-05-22,5219.799805,5302.500000,5195.000000,5267.399902,5267.399902,748236
2024-05-23,5261.149902,5293.750000,5187.899902,5281.149902,5281.149902,423256
2024-05-24,5260.100098,5285.149902,5219.000000,5240.700195,5240.700195,268208
2024-05-27,5265.000000,5265.000000,5127.250000,5212.250000,5212.250000,329998
2024-05-28,5209.000000,5285.399902,5180.549805,5250.549805,5250.549805,259151
2024-05-29,5202.000000,5268.000000,5200.000000,5229.799805,5229.799805,286144
2024-05-30,5202.100098,5242.100098,5173.000000,5198.549805,5198.549805,357619
2024-05-31,5208.000000,5221.000000,5110.649902,5179.799805,5179.799805,651525
2024-06-03,5300.000000,5300.000000,5160.000000,5167.799805,5167.799805,199328
2024-06-04,5205.549805,5414.399902,5127.049805,5325.100098,5325.100098,989039
2024-06-05,5325.100098,5725.000000,5325.000000,5486.649902,5486.649902,1188965
2024-06-06,5465.000000,5514.100098,5311.450195,5440.450195,5440.450195,629293
2024-06-07,5431.649902,5470.000000,5395.000000,5463.549805,5463.549805,226777
2024-06-10,5465.000000,5560.750000,5406.100098,5488.399902,5488.399902,306665
2024-06-11,5500.000000,5606.750000,5500.000000,5517.750000,5517.750000,476899
2024-06-12,5550.549805,5568.000000,5431.000000,5439.299805,5439.299805,279376
2024-06-13,5439.600098,5449.950195,5341.700195,5379.450195,5379.450195,434594
2024-06-14,5397.549805,5450.000000,5375.600098,5393.649902,5393.649902,149569
2024-06-18,5419.799805,5435.000000,5375.299805,5395.850098,5395.850098,155277
2024-06-19,5416.000000,5422.850098,5350.000000,5360.649902,5360.649902,135179
2024-06-20,5360.649902,5400.000000,5319.000000,5378.450195,5378.450195,296418
2024-06-21,5369.100098,5389.850098,5317.500000,5330.299805,5330.299805,244120
2024-06-24,5315.000000,5330.000000,5250.000000,5297.750000,5297.750000,463385
2024-06-25,5297.799805,5370.000000,5289.200195,5352.049805,5352.049805,160890
2024-06-26,5352.049805,5434.549805,5319.049805,5421.700195,5421.700195,221391
2024-06-27,5388.799805,5450.000000,5382.149902,5430.299805,5430.299805,357573
2024-06-28,5435.000000,5490.000000,5416.250000,5475.549805,5475.549805,215576
2024-07-01,5475.049805,5489.149902,5431.049805,5476.500000,5476.500000,223560
2024-07-02,5500.000000,5500.000000,5384.299805,5401.649902,5401.649902,163333
2024-07-03,5421.750000,5498.000000,5389.799805,5449.100098,5449.100098,211361
2024-07-04,5454.950195,5487.350098,5397.549805,5426.250000,5426.250000,138170
2024-07-05,5445.950195,5554.500000,5433.950195,5546.799805,5546.799805,172330
2024-07-08,5555.000000,5615.950195,5534.049805,5568.549805,5568.549805,171210
2024-07-09,5700.000000,5705.000000,5583.049805,5668.850098,5668.850098,389812
2024-07-10,5670.049805,5800.000000,5670.049805,5755.549805,5755.549805,526095
2024-07-11,5800.000000,5805.000000,5720.000000,5761.299805,5761.299805,372798
2024-07-12,5780.000000,5805.000000,5713.200195,5787.049805,5787.049805,222315
2024-07-15,5807.000000,5847.750000,5788.000000,5809.700195,5809.700195,135373
2024-07-16,5812.000000,5880.000000,5770.100098,5862.350098,5862.350098,162459
2024-07-18,5846.549805,5920.000000,5820.000000,5871.500000,5871.500000,523157
2024-07-19,5850.000000,5978.000000,5846.649902,5877.950195,5877.950195,451294
2024-07-22,5877.950195,5933.700195,5842.000000,5887.850098,5887.850098,347520
2024-07-23,5887.850098,6005.000000,5840.600098,5944.750000,5944.750000,336696
2024-07-24,5949.399902,5974.399902,5815.000000,5829.500000,5829.500000,233649
2024-07-25,5824.899902,5865.000000,5801.700195,5829.600098,5829.600098,303638
2024-07-26,5830.000000,5882.649902,5813.100098,5872.799805,5872.799805,146736
2024-07-29,5898.000000,5899.600098,5840.049805,5878.200195,5878.200195,35697
